,tittle,price,link
259,"Lenovo Legion 5 2025 AMD Ryzen 7 260 | NVIDIA RTX 5050 8GB (16GB RAM/1TB SSD/WUXGA IPS/165Hz/15(39.6cm)/Windows 11/Office 2024+AI Now/Black/2.5Kg), 83M00073IN AI Powered Gaming Laptop","â‚¹1,55,900tk",https://amazon.in//Lenovo-Legion-Windows-83M00073IN-Powered/dp/B0FY2ZT5B3/ref=sr_1_206?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.ENiTuNU768RRgJvywXkmyzQV72GR_JE2KJYdZfhB0NNpNnkoGXjZFvRuNKV10_Wkkr96WqxPu7Br_JDLaLmTzzbWuOGQqc7v2s9aZ4NC1NEfeT4ISrpF_cCBz-uq8ghnfZsFbqL_dphmM9yTzG-EDp-BjTbavKn96JU6qXSDIEqJEoCnSZSfuFThgVBme0E_hqmapaYuFHVTClctouuo6mP6KwxFoCaLuFxFg89qsk0.62-MFtFkSInL6S5ObzNv7C0LO1_GwRnSAyF1lY6a1jA&dib_tag=se&keywords=laptop&qid=1781635108&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
260,"Lenovo V15 G4 AMD Ryzen 5 7520U DOS 15.6 inch FHD Thin & Lite Laptop, AMD Graphics, 16GB DDR5 5500Mhz Ram, 512GB SSD,Dolby Audio,Premium Grey, 1 Year Onsite Brand Warranty","â‚¹54,799tk",https://amazon.in//Lenovo-Graphics-5500Mhz-Premium-Warranty/dp/B0F7HRM9JX/ref=sr_1_207?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.ENiTuNU768RRgJvywXkmyzQV72GR_JE2KJYdZfhB0NNpNnkoGXjZFvRuNKV10_Wkkr96WqxPu7Br_JDLaLmTzzbWuOGQqc7v2s9aZ4NC1NEfeT4ISrpF_cCBz-uq8ghnfZsFbqL_dphmM9yTzG-EDp-BjTbavKn96JU6qXSDIEqJEoCnSZSfuFThgVBme0E_hqmapaYuFHVTClctouuo6mP6KwxFoCaLuFxFg89qsk0.62-MFtFkSInL6S5ObzNv7C0LO1_GwRnSAyF1lY6a1jA&dib_tag=se&keywords=laptop&qid=1781635108&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
261,"HP 15, Intel Core Ultra 5-125H AI Powered Laptop (16GB RAM, 512GB SSD), IPS, 300nits, 15.6""/39.6cm, FHD, Win 11, Office 2021, Silver, 1.65Kg, Intel Arc Graphics, FHD Camera, Backlit KB, fd1099TU","â‚¹74,990tk",https://amazon.in//HP-Windows-Office21-Keyboard-fd1099TU/dp/B0D262YX9D/ref=sr_1_208?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.ENiTuNU768RRgJvywXkmyzQV72GR_JE2KJYdZfhB0NNpNnkoGXjZFvRuNKV10_Wkkr96WqxPu7Br_JDLaLmTzzbWuOGQqc7v2s9aZ4NC1NEfeT4ISrpF_cCBz-uq8ghnfZsFbqL_dphmM9yTzG-EDp-BjTbavKn96JU6qXSDIEqJEoCnSZSfuFThgVBme0E_hqmapaYuFHVTClctouuo6mP6KwxFoCaLuFxFg89qsk0.62-MFtFkSInL6S5ObzNv7C0LO1_GwRnSAyF1lY6a1jA&dib_tag=se&keywords=laptop&qid=1781635108&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
262,"ASUS Zenbook 14, Smartchoice, Intel Core Ultra 5 Series 2,16GB RAM,1TB SSD,3K OLED 14"", Touchscreen, Win 11, Office Home 2024,Blue, 1.28kg, UX3405CA-PZ162WS, Intel iGPU, M365 Basic (1Year)* Laptop","â‚¹1,14,990tk",https://amazon.in//ASUS-Zenbook-screen-Windows-UX3405CA-PZ162WS/dp/B0DSHTHR67/ref=sr_1_209?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.ENiTuNU768RRgJvywXkmyzQV72GR_JE2KJYdZfhB0NNpNnkoGXjZFvRuNKV10_Wkkr96WqxPu7Br_JDLaLmTzzbWuOGQqc7v2s9aZ4NC1NEfeT4ISrpF_cCBz-uq8ghnfZsFbqL_dphmM9yTzG-EDp-BjTbavKn96JU6qXSDIEqJEoCnSZSfuFThgVBme0E_hqmapaYuFHVTClctouuo6mP6KwxFoCaLuFxFg89qsk0.62-MFtFkSInL6S5ObzNv7C0LO1_GwRnSAyF1lY6a1jA&dib_tag=se&keywords=laptop&qid=1781635108&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
263,"HP Smartchoice OmniBook 5 (Previously Pavilion) 50 Tops, AMD Ryzen AI 5 340 (16GB LPDDR5X, 512GB SSD) WUXGA 2K, 16''/40.6cm, Win11, Office24, Silver, 1.79kg, ag1037au, Next Gen AI Copilot+ Laptop","â‚¹75,490tk",https://amazon.in//HP-Smartchoice-OmniBook-Previously-Pavilion/dp/B0F3HQKGMN/ref=sr_1_210?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.ENiTuNU768RRgJvywXkmyzQV72GR_JE2KJYdZfhB0NNpNnkoGXjZFvRuNKV10_Wkkr96WqxPu7Br_JDLaLmTzzbWuOGQqc7v2s9aZ4NC1NEfeT4ISrpF_cCBz-uq8ghnfZsFbqL_dphmM9yTzG-EDp-BjTbavKn96JU6qXSDIEqJEoCnSZSfuFThgVBme0E_hqmapaYuFHVTClctouuo6mP6KwxFoCaLuFxFg89qsk0.62-MFtFkSInL6S5ObzNv7C0LO1_GwRnSAyF1lY6a1jA&dib_tag=se&keywords=laptop&qid=1781635108&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
264,"HP Victus, 13th Gen Intel Core i5-13420H, 4GB RTX 3050A, 16GB DDR4(Upgradeable) 1TB SSD, FHD, 144Hz, 300 nits, IPS, 15.6''/39.6cm, Win11, M365* Office24, Mica Silver, 2.3kg, fa2047TX, Gaming Laptop","â‚¹77,490tk",https://amazon.in//HP-i5-13420H-Upgradeable-Office24-fa2047TX/dp/B0GGR3L77Y/ref=sr_1_211?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.ENiTuNU768RRgJvywXkmyzQV72GR_JE2KJYdZfhB0NNpNnkoGXjZFvRuNKV10_Wkkr96WqxPu7Br_JDLaLmTzzbWuOGQqc7v2s9aZ4NC1NEfeT4ISrpF_cCBz-uq8ghnfZsFbqL_dphmM9yTzG-EDp-BjTbavKn96JU6qXSDIEqJEoCnSZSfuFThgVBme0E_hqmapaYuFHVTClctouuo6mP6KwxFoCaLuFxFg89qsk0.62-MFtFkSInL6S5ObzNv7C0LO1_GwRnSAyF1lY6a1jA&dib_tag=se&keywords=laptop&qid=1781635108&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
265,"HP Pavilion Plus, 13th Gen Intel Core i5-1335U Laptop (16GB DDR5, 512GB SSD) IPS WUXGA Anti-Glare, 14""/35.6cm, Win 11, MS Office, Silver, 1.44kg, Intel Iris Xe Graphics, 5MP IR Camera, ew0116TU/0107tu","â‚¹82,799tk",https://amazon.in//HP-Pavilion-i5-1335U-14-inch-ew0116TU/dp/B0CWDBJ3Q8/ref=sr_1_212?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.ENiTuNU768RRgJvywXkmyzQV72GR_JE2KJYdZfhB0NNpNnkoGXjZFvRuNKV10_Wkkr96WqxPu7Br_JDLaLmTzzbWuOGQqc7v2s9aZ4NC1NEfeT4ISrpF_cCBz-uq8ghnfZsFbqL_dphmM9yTzG-EDp-BjTbavKn96JU6qXSDIEqJEoCnSZSfuFThgVBme0E_hqmapaYuFHVTClctouuo6mP6KwxFoCaLuFxFg89qsk0.62-MFtFkSInL6S5ObzNv7C0LO1_GwRnSAyF1lY6a1jA&dib_tag=se&keywords=laptop&qid=1781635108&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
266,"Acer Aspire Lite, AMD Ryzen 3-7330U, Office 2024 + M365 Basic,8GB RAM, 256GB SSD, Full HD IPS, 15.6""/39.62 cm, Windows 11 Home, Steel Gray, 1.59 KG, AL15-41, Metal Body, Premium Thin and Light Laptop","â‚¹41,990tk",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4ODgwMTQzMzc3MTcyMTExOjE3ODE2MzUxMDg6c3BfYnRmOjMwMTA3ODk4ODM2OTEzMjo6MDo6&url=%2FAcer-3-7330U-Windows-AL15-41-Premium%2Fdp%2FB0GXYV3XR4%2Fref%3Dsr_1_213_sspa%3Fcrid%3D2XES8RUBB5SBD%26dib%3DeyJ2IjoiMSJ9.ENiTuNU768RRgJvywXkmyzQV72GR_JE2KJYdZfhB0NNpNnkoGXjZFvRuNKV10_Wkkr96WqxPu7Br_JDLaLmTzzbWuOGQqc7v2s9aZ4NC1NEfeT4ISrpF_cCBz-uq8ghnfZsFbqL_dphmM9yTzG-EDp-BjTbavKn96JU6qXSDIEqJEoCnSZSfuFThgVBme0E_hqmapaYuFHVTClctouuo6mP6KwxFoCaLuFxFg89qsk0.62-MFtFkSInL6S5ObzNv7C0LO1_GwRnSAyF1lY6a1jA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1781635108%26sprefix%3Dlaptop%252Caps%252C294%26xpid%3DDlNNJmH6ckBXM%26aref%3DW6aZGU2Eym%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=W6aZGU2Eym&sp_cr=ZAZ
267,"HP Smartchoice OmniBook 5 OLED (Previously Pavilion), Snapdragon X Processor (16GB LPDDR5x, 512GB SSD) 2K, 14''/35.6cm, Win11, M365(1yr)* Office24, Silver, 1.35kg, he0014QU, Next-Gen AI Laptop","â‚¹75,990tk",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NTMxMTIwMTEzOTM4NzE1OjE3ODE2MzUwODA6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMTA3NzY5NjM1NTUzMjo6Mzo6&url=%2FHP-Previously-Snapdragon-Processor-Light-Weight%2Fdp%2FB0F8P4Y7VF%2Fref%3Dsxin_13_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.3ad88b5a-5f9e-4f20-adc4-f37f3f50cbec%253Aamzn1.sym.3ad88b5a-5f9e-4f20-adc4-f37f3f50cbec%26crid%3D2XES8RUBB5SBD%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0F8P4Y7VF%26pd_rd_r%3Dd8d2578c-a3b0-43e8-89c5-31437a6143a7%26pd_rd_w%3DDNDff%26pd_rd_wg%3DiesJd%26pf_rd_p%3D3ad88b5a-5f9e-4f20-adc4-f37f3f50cbec%26pf_rd_r%3DKSB31MMG65D315DGQ9RS%26qid%3D1781635080%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C294%26sr%3D1-20-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26xpid%3DDlNNJmH6ckBXM%26aref%3D5PpUNM42iT%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=5PpUNM42iT&sp_cr=ZAZ
268,"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 15â€‘core CPU and 16â€‘core GPU: Built for AI, 35.97 cm (14.2â€³) Liquid Retina XDR Display, 24GB Unified Memory, 2TB SSD Storage; Silver","â‚¹2,89,900tk",https://amazon.in//sspa/click?ie=UTF8&spc=MTo4ODgwMTQzMzc3MTcyMTExOjE3ODE2MzUxMDg6c3BfYnRmOjMwMTEzNTEwODU3NTczMjo6MDo6&url=%2FApple-MacBook-Laptop-15%25E2%2580%2591core-16%25E2%2580%2591core%2Fdp%2FB0GR1G6YHJ%2Fref%3Dsr_1_214_sspa%3Fcrid%3D2XES8RUBB5SBD%26dib%3DeyJ2IjoiMSJ9.ENiTuNU768RRgJvywXkmyzQV72GR_JE2KJYdZfhB0NNpNnkoGXjZFvRuNKV10_Wkkr96WqxPu7Br_JDLaLmTzzbWuOGQqc7v2s9aZ4NC1NEfeT4ISrpF_cCBz-uq8ghnfZsFbqL_dphmM9yTzG-EDp-BjTbavKn96JU6qXSDIEqJEoCnSZSfuFThgVBme0E_hqmapaYuFHVTClctouuo6mP6KwxFoCaLuFxFg89qsk0.62-MFtFkSInL6S5ObzNv7C0LO1_GwRnSAyF1lY6a1jA%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1781635108%26sprefix%3Dlaptop%252Caps%252C294%26xpid%3DDlNNJmH6ckBXM%26aref%3DwV8evDhtFp%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=wV8evDhtFp&sp_cr=ZAZ
269,"Apple 2026 MacBook Neo 13â€³ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Citrus","â‚¹65,000tk",https://amazon.in//sspa/click?ie=UTF8&spc=MTozODM1NTk5Nzc5OTk3NzM1OjE3ODE2MzUxMTA6c3BfYXRmX25leHQ6MzAwOTg4NTY2OTQ0MjMyOjowOjo&url=%2FApple-2026-MacBook-Laptop-chip%2Fdp%2FB0GR68779Y%2Fref%3Dsr_1_209_sspa%3Fcrid%3D2XES8RUBB5SBD%26dib%3DeyJ2IjoiMSJ9.nBXq7jdrfykelBJIQVV0lM7LwAovAY6bhToYzaQMVhLuAO17jZb9dpNawOyKsIa5koidClHdK0SkD1dm3p4Q3RKQPJV-SNjP4qnrGwh6LqLrGPSClILJBpiwLv-0dyougC32kVgclLhTWVHlUoMRbOENkUNLOoBRrWX2KQYSgA3rZVC4fUOAPr6yDIp27wxFjZnh-WzwpKk-CGD2OaXS3tYbBvGpdxCMjzNk9bCVRJU.3czh7hZrdc0eG9Hj57WTaJaG-VWXrgFsC1NigD4iFG8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1781635110%26sprefix%3Dlaptop%252Caps%252C294%26xpid%3DDlNNJmH6ckBXM%26aref%3Daek05Hz00c%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=aek05Hz00c&sp_cr=ZAZ
270,"Apple 2026 MacBook Air 15â€³ Laptop with M5 chip: AI and Apple Intelligence, 38.91 cm (15.3â€³) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Silver","â‚¹1,84,900tk",https://amazon.in//sspa/click?ie=UTF8&spc=MTozODM1NTk5Nzc5OTk3NzM1OjE3ODE2MzUxMTA6c3BfYXRmX25leHQ6MzAxMTM1MzY3MDIwNTMyOjowOjo&url=%2FApple-2026-MacBook-Laptop-chip%2Fdp%2FB0GR1C4G1T%2Fref%3Dsr_1_210_sspa%3Fcrid%3D2XES8RUBB5SBD%26dib%3DeyJ2IjoiMSJ9.nBXq7jdrfykelBJIQVV0lM7LwAovAY6bhToYzaQMVhLuAO17jZb9dpNawOyKsIa5koidClHdK0SkD1dm3p4Q3RKQPJV-SNjP4qnrGwh6LqLrGPSClILJBpiwLv-0dyougC32kVgclLhTWVHlUoMRbOENkUNLOoBRrWX2KQYSgA3rZVC4fUOAPr6yDIp27wxFjZnh-WzwpKk-CGD2OaXS3tYbBvGpdxCMjzNk9bCVRJU.3czh7hZrdc0eG9Hj57WTaJaG-VWXrgFsC1NigD4iFG8%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1781635110%26sprefix%3Dlaptop%252Caps%252C294%26xpid%3DDlNNJmH6ckBXM%26aref%3D3jDVPjUG4w%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=3jDVPjUG4w&sp_cr=ZAZ
271,"HP Victus, 13th Gen Intel Core i5-13420H, 4GB RTX 3050A, 16GB DDR4(Upgradeable) 1TB SSD, FHD, 144Hz, 300 nits, IPS, 15.6''/39.6cm, Win11, M365* Office24, Mica Silver, 2.3kg, fa2047TX, Gaming Laptop","â‚¹77,490tk",https://amazon.in//HP-i5-13420H-Upgradeable-Office24-fa2047TX/dp/B0GGR3L77Y/ref=sr_1_211?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.nBXq7jdrfykelBJIQVV0lM7LwAovAY6bhToYzaQMVhLuAO17jZb9dpNawOyKsIa5koidClHdK0SkD1dm3p4Q3RKQPJV-SNjP4qnrGwh6LqLrGPSClILJBpiwLv-0dyougC32kVgclLhTWVHlUoMRbOENkUNLOoBRrWX2KQYSgA3rZVC4fUOAPr6yDIp27wxFjZnh-WzwpKk-CGD2OaXS3tYbBvGpdxCMjzNk9bCVRJU.3czh7hZrdc0eG9Hj57WTaJaG-VWXrgFsC1NigD4iFG8&dib_tag=se&keywords=laptop&qid=1781635110&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
272,"HP Laptop 255 G9 (2024), AMD Athlon Silver 3050U - (4GB/256GB SSD/AMD Radeon Graphics/Windows 11) Thin and Light Business Laptop/15.6"" (39.62cm)/Black/1.47 kg/MS Office 2021","â‚¹36,990tk",https://amazon.in//HP-Laptop-255-G9-Athlon/dp/B0DH8825W6/ref=sr_1_212?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.nBXq7jdrfykelBJIQVV0lM7LwAovAY6bhToYzaQMVhLuAO17jZb9dpNawOyKsIa5koidClHdK0SkD1dm3p4Q3RKQPJV-SNjP4qnrGwh6LqLrGPSClILJBpiwLv-0dyougC32kVgclLhTWVHlUoMRbOENkUNLOoBRrWX2KQYSgA3rZVC4fUOAPr6yDIp27wxFjZnh-WzwpKk-CGD2OaXS3tYbBvGpdxCMjzNk9bCVRJU.3czh7hZrdc0eG9Hj57WTaJaG-VWXrgFsC1NigD4iFG8&dib_tag=se&keywords=laptop&qid=1781635110&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
273,"HP 15 (2025), AMD Ryzen 3 7320U Quad Core - (8 GB/512 GB SSD/AMD Radeon Graphics/DOS) Thin and Light Business Laptop/15.6"" HD Display/Turbo Silver/1.5 kg","â‚¹49,750tk",https://amazon.in//HP-15-Ryzen-7320U-Quad/dp/B0F6TJ164J/ref=sr_1_213?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.nBXq7jdrfykelBJIQVV0lM7LwAovAY6bhToYzaQMVhLuAO17jZb9dpNawOyKsIa5koidClHdK0SkD1dm3p4Q3RKQPJV-SNjP4qnrGwh6LqLrGPSClILJBpiwLv-0dyougC32kVgclLhTWVHlUoMRbOENkUNLOoBRrWX2KQYSgA3rZVC4fUOAPr6yDIp27wxFjZnh-WzwpKk-CGD2OaXS3tYbBvGpdxCMjzNk9bCVRJU.3czh7hZrdc0eG9Hj57WTaJaG-VWXrgFsC1NigD4iFG8&dib_tag=se&keywords=laptop&qid=1781635110&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
274,"Apple 2026 MacBook Neo 13â€³ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Blush","â‚¹64,990tk",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0NjQwNTQ4MDk0Mzg5Mzk0OjE3ODE2MzUxMTE6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDk4ODU2Njk0NDMzMjo6MDo6&url=%2FApple-2026-MacBook-Laptop-chip%2Fdp%2FB0GR6HXPB9%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.3ad88b5a-5f9e-4f20-adc4-f37f3f50cbec%253Aamzn1.sym.3ad88b5a-5f9e-4f20-adc4-f37f3f50cbec%26crid%3D2XES8RUBB5SBD%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0GR6HXPB9%26pd_rd_r%3Df2dd2f71-a63b-45ae-a8a7-f610fb9367a7%26pd_rd_w%3DenDpH%26pd_rd_wg%3DBrU1U%26pf_rd_p%3D3ad88b5a-5f9e-4f20-adc4-f37f3f50cbec%26pf_rd_r%3D6RGZ1QAX9DWM7TWVQ6NC%26qid%3D1781635110%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C294%26sr%3D1-209-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26xpid%3DDlNNJmH6ckBXM%26aref%3D101OQped21%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=101OQped21&sp_cr=ZAZ
275,"Apple 2025 MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 8-core GPU, 16GB Unified Memory, 256GB) - Silver","â‚¹98,990tk",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0NjQwNTQ4MDk0Mzg5Mzk0OjE3ODE2MzUxMTE6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDQ5OTQ1MzM0NzczMjo6MTo6&url=%2FApple-MacBook-13-inch-10-core-Unified%2Fdp%2FB0DZDX3JF4%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.3ad88b5a-5f9e-4f20-adc4-f37f3f50cbec%253Aamzn1.sym.3ad88b5a-5f9e-4f20-adc4-f37f3f50cbec%26crid%3D2XES8RUBB5SBD%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0DZDX3JF4%26pd_rd_r%3Df2dd2f71-a63b-45ae-a8a7-f610fb9367a7%26pd_rd_w%3DenDpH%26pd_rd_wg%3DBrU1U%26pf_rd_p%3D3ad88b5a-5f9e-4f20-adc4-f37f3f50cbec%26pf_rd_r%3D6RGZ1QAX9DWM7TWVQ6NC%26qid%3D1781635110%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C294%26sr%3D1-210-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26xpid%3DDlNNJmH6ckBXM%26aref%3D3PwmGseZ5X%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=3PwmGseZ5X&sp_cr=ZAZ
276,"HP Smartchoice OmniBook 5 OLED (Previously Pavilion), Snapdragon X Processor (16GB LPDDR5x, 512GB SSD) 2K, 14''/35.6cm, Win11, M365(1yr)* Office24, Silver, 1.35kg, he0014QU, Next-Gen AI Laptop","â‚¹75,990tk",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0NjQwNTQ4MDk0Mzg5Mzk0OjE3ODE2MzUxMTE6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMTA3NzY5NjM1NTUzMjo6Mjo6&url=%2FHP-Previously-Snapdragon-Processor-Light-Weight%2Fdp%2FB0F8P4Y7VF%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.3ad88b5a-5f9e-4f20-adc4-f37f3f50cbec%253Aamzn1.sym.3ad88b5a-5f9e-4f20-adc4-f37f3f50cbec%26crid%3D2XES8RUBB5SBD%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0F8P4Y7VF%26pd_rd_r%3Df2dd2f71-a63b-45ae-a8a7-f610fb9367a7%26pd_rd_w%3DenDpH%26pd_rd_wg%3DBrU1U%26pf_rd_p%3D3ad88b5a-5f9e-4f20-adc4-f37f3f50cbec%26pf_rd_r%3D6RGZ1QAX9DWM7TWVQ6NC%26qid%3D1781635110%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C294%26sr%3D1-211-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26xpid%3DDlNNJmH6ckBXM%26aref%3D5PpUNM42iT%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=5PpUNM42iT&sp_cr=ZAZ
277,"Dell G15, 13th Gen Intel Core i5-13450HX Processor, NVIDIA RTX 3050-6GB, (16GB RAM 1TB SSD) FHD 15.6""/39.62 cm, Orange Backlit Keyboard, Win 11, MS Office'24, Dark Shadow Grey, 2.65Kg Gaming Laptop","â‚¹79,490tk",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0NjQwNTQ4MDk0Mzg5Mzk0OjE3ODE2MzUxMTE6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDg0MzA1MTM4NDkzMjo6Mzo6&url=%2FDell-Smartchoice-G15-5530-Gaming-i5-13450HX%2Fdp%2FB0CRKXDX83%2Fref%3Dsxin_14_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.3ad88b5a-5f9e-4f20-adc4-f37f3f50cbec%253Aamzn1.sym.3ad88b5a-5f9e-4f20-adc4-f37f3f50cbec%26crid%3D2XES8RUBB5SBD%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0CRKXDX83%26pd_rd_r%3Df2dd2f71-a63b-45ae-a8a7-f610fb9367a7%26pd_rd_w%3DenDpH%26pd_rd_wg%3DBrU1U%26pf_rd_p%3D3ad88b5a-5f9e-4f20-adc4-f37f3f50cbec%26pf_rd_r%3D6RGZ1QAX9DWM7TWVQ6NC%26qid%3D1781635110%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C294%26sr%3D1-212-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26xpid%3DDlNNJmH6ckBXM%26aref%3DQaSJlpyapa%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=QaSJlpyapa&sp_cr=ZAZ
278,"Dell G15, 13th Gen Intel Core i5-13450HX Processor, NVIDIA RTX 3050-6GB, (16GB RAM 1TB SSD) FHD 15.6""/39.62 cm, Orange Backlit Keyboard, Win 11, MS Office'24, Dark Shadow Grey, 2.65Kg Gaming Laptop","â‚¹79,490tk",https://amazon.in//sspa/click?ie=UTF8&spc=MTo2NTMxMTIwMTEzOTM4NzE1OjE3ODE2MzUwODA6c3Bfc2VhcmNoX3RoZW1hdGljOjMwMDg0MzA1MTM4NDkzMjo6NDo6&url=%2FDell-Smartchoice-G15-5530-Gaming-i5-13450HX%2Fdp%2FB0CRKXDX83%2Fref%3Dsxin_13_pa_sp_search_thematic_sspa%3Fcontent-id%3Damzn1.sym.3ad88b5a-5f9e-4f20-adc4-f37f3f50cbec%253Aamzn1.sym.3ad88b5a-5f9e-4f20-adc4-f37f3f50cbec%26crid%3D2XES8RUBB5SBD%26cv_ct_cx%3Dlaptop%26keywords%3Dlaptop%26pd_rd_i%3DB0CRKXDX83%26pd_rd_r%3Dd8d2578c-a3b0-43e8-89c5-31437a6143a7%26pd_rd_w%3DDNDff%26pd_rd_wg%3DiesJd%26pf_rd_p%3D3ad88b5a-5f9e-4f20-adc4-f37f3f50cbec%26pf_rd_r%3DKSB31MMG65D315DGQ9RS%26qid%3D1781635080%26sbo%3DRZvfv%252F%252FHxDF%252BO5021pAnSA%253D%253D%26sprefix%3Dlaptop%252Caps%252C294%26sr%3D1-21-2ec22325-1003-449d-8aaf-c0bcc24717ae-spons%26xpid%3DDlNNJmH6ckBXM%26aref%3DQaSJlpyapa%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9zZWFyY2hfdGhlbWF0aWM%26psc%3D1&aref=QaSJlpyapa&sp_cr=ZAZ
