,tittle,price,link
82,"Lenovo ThinkPad X1 Carbon Intel Core Ultra 7 155U 14"" WUXGA IPS 400 Nits 100% sRGB Thin and Light Laptop (32GB RAM/1TB SSD/Win 11 Pro/Fingerprint/Backlit/3Y Premier Support/Black/1.08 kg), 21KCS0CW00","â‚¹2,50,000tk",https://amazon.in//Lenovo-ThinkPad-Fingerprint-Backlit-21KCS0CW00/dp/B0F6VQK6PQ/ref=sr_1_104?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.q9jpe1kQbInP5JH6Q8m8C8tDnxHdw99Fn4nse6abYbbQamEtNDJnZfA3TKTpnJAS8y9d_f-mwU5wNnt7u_5YU82X9S5Vjw_BFznGFnJ2Xv2gr3Pl7BrPkf6YrdlnZ8qHFV20Hd9kJonFgU6yu9P5XHSrppe-YGU0pWtVZ1-LpYrwv7XB8h7XtSZMqcKS9r8fQziijH7wq5WWynNyJPZHXrn08p6H_qTqWNbo0XnIH2I.veDg_c425QQm-QPYkEI1yiBCr8uFHiVK64yQDqASl8o&dib_tag=se&keywords=laptop&qid=1781635093&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
83,"HP Professional 14 (2026), Intel (i5 14th Gen) Core 5 120U - (8 GB/512 GB SSD/Intel Iris Xe Graphics/Windows 11 Home) Business Laptop/14.0"" FHD/Backlit + FingerPrint/Silver/Copilot Key/1.4kg/MS Office","â‚¹57,109tk",https://amazon.in//HP-Professional-14-Intel-14th/dp/B0GTYC4KSJ/ref=sr_1_105?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.q9jpe1kQbInP5JH6Q8m8C8tDnxHdw99Fn4nse6abYbbQamEtNDJnZfA3TKTpnJAS8y9d_f-mwU5wNnt7u_5YU82X9S5Vjw_BFznGFnJ2Xv2gr3Pl7BrPkf6YrdlnZ8qHFV20Hd9kJonFgU6yu9P5XHSrppe-YGU0pWtVZ1-LpYrwv7XB8h7XtSZMqcKS9r8fQziijH7wq5WWynNyJPZHXrn08p6H_qTqWNbo0XnIH2I.veDg_c425QQm-QPYkEI1yiBCr8uFHiVK64yQDqASl8o&dib_tag=se&keywords=laptop&qid=1781635093&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
84,"HP 15 (2025), Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Pro) Thin and Light Business Laptop/15.6"" HD Display/Ash Grey/1.5 kg/MS Office 2021","â‚¹48,200tk",https://amazon.in//HP-15-Intel-Core-1315U/dp/B0F8WP6BR8/ref=sr_1_106?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.q9jpe1kQbInP5JH6Q8m8C8tDnxHdw99Fn4nse6abYbbQamEtNDJnZfA3TKTpnJAS8y9d_f-mwU5wNnt7u_5YU82X9S5Vjw_BFznGFnJ2Xv2gr3Pl7BrPkf6YrdlnZ8qHFV20Hd9kJonFgU6yu9P5XHSrppe-YGU0pWtVZ1-LpYrwv7XB8h7XtSZMqcKS9r8fQziijH7wq5WWynNyJPZHXrn08p6H_qTqWNbo0XnIH2I.veDg_c425QQm-QPYkEI1yiBCr8uFHiVK64yQDqASl8o&dib_tag=se&keywords=laptop&qid=1781635093&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
85,"Apple 2026 MacBook Pro Laptop with M5 Max chip with 18â€‘core CPU and 32â€‘core GPU: Built for AI, 41.05 cm (16.2â€³) Liquid Retina XDR Display, 36GB Unified Memory, 2TB SSD Storage; Silver","â‚¹4,29,900tk",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0NDYwMTMxNTE2OTk4NzgzOjE3ODE2MzUwOTM6c3BfbXRmOjMwMDk4ODU2Njk0NTUzMjo6MDo6&url=%2FApple-MacBook-Laptop-18%25E2%2580%2591core-32%25E2%2580%2591core%2Fdp%2FB0GR16YWF6%2Fref%3Dsr_1_107_sspa%3Fcrid%3D2XES8RUBB5SBD%26dib%3DeyJ2IjoiMSJ9.q9jpe1kQbInP5JH6Q8m8C8tDnxHdw99Fn4nse6abYbbQamEtNDJnZfA3TKTpnJAS8y9d_f-mwU5wNnt7u_5YU82X9S5Vjw_BFznGFnJ2Xv2gr3Pl7BrPkf6YrdlnZ8qHFV20Hd9kJonFgU6yu9P5XHSrppe-YGU0pWtVZ1-LpYrwv7XB8h7XtSZMqcKS9r8fQziijH7wq5WWynNyJPZHXrn08p6H_qTqWNbo0XnIH2I.veDg_c425QQm-QPYkEI1yiBCr8uFHiVK64yQDqASl8o%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1781635093%26sprefix%3Dlaptop%252Caps%252C294%26xpid%3DDlNNJmH6ckBXM%26aref%3DmLiV9Jc37L%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=mLiV9Jc37L&sp_cr=ZAZ
86,"Apple 2026 MacBook Air 15â€³ Laptop with M5 chip: AI and Apple Intelligence, 38.91 cm (15.3â€³) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Silver","â‚¹1,84,900tk",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0NDYwMTMxNTE2OTk4NzgzOjE3ODE2MzUwOTM6c3BfbXRmOjMwMTEzNTM2NzAyMDUzMjo6MDo6&url=%2FApple-2026-MacBook-Laptop-chip%2Fdp%2FB0GR1C4G1T%2Fref%3Dsr_1_108_sspa%3Fcrid%3D2XES8RUBB5SBD%26dib%3DeyJ2IjoiMSJ9.q9jpe1kQbInP5JH6Q8m8C8tDnxHdw99Fn4nse6abYbbQamEtNDJnZfA3TKTpnJAS8y9d_f-mwU5wNnt7u_5YU82X9S5Vjw_BFznGFnJ2Xv2gr3Pl7BrPkf6YrdlnZ8qHFV20Hd9kJonFgU6yu9P5XHSrppe-YGU0pWtVZ1-LpYrwv7XB8h7XtSZMqcKS9r8fQziijH7wq5WWynNyJPZHXrn08p6H_qTqWNbo0XnIH2I.veDg_c425QQm-QPYkEI1yiBCr8uFHiVK64yQDqASl8o%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1781635093%26sprefix%3Dlaptop%252Caps%252C294%26xpid%3DDlNNJmH6ckBXM%26aref%3D3jDVPjUG4w%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1&aref=3jDVPjUG4w&sp_cr=ZAZ
87,"ASUS TUF A14 (2026),AMD Ryzen AI MAX+ 392, AMD Radeon 8060S iGPU,32GB RAM,1TB SSD, QHD+, 14""(35.5 cm),Windows 11, M365 Basic(1Y)* Office 2024,Jaeger Gray,1.48 Kg,FA401EA-RG020WS, Creator/Gaming Laptop","â‚¹2,19,990tk",https://amazon.in//ASUS-Radeon-Windows-FA401EA-RG020WS-Creator/dp/B0GVNKM5GB/ref=sr_1_109?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.q9jpe1kQbInP5JH6Q8m8C8tDnxHdw99Fn4nse6abYbbQamEtNDJnZfA3TKTpnJAS8y9d_f-mwU5wNnt7u_5YU82X9S5Vjw_BFznGFnJ2Xv2gr3Pl7BrPkf6YrdlnZ8qHFV20Hd9kJonFgU6yu9P5XHSrppe-YGU0pWtVZ1-LpYrwv7XB8h7XtSZMqcKS9r8fQziijH7wq5WWynNyJPZHXrn08p6H_qTqWNbo0XnIH2I.veDg_c425QQm-QPYkEI1yiBCr8uFHiVK64yQDqASl8o&dib_tag=se&keywords=laptop&qid=1781635093&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
88,"Lenovo IdeaPad 1 AMD Ryzen 5 5500U 15.6"" HD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office Home 2024/1 Year ADP Free/Grey/1.6Kg), 82R4011MIN","â‚¹49,990tk",https://amazon.in//Lenovo-MSOffice-82R400BRIN-Integrated-Graphics/dp/B09MM58Y7Q/ref=sr_1_14?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.aIMyFFGZnd7L19zli6CMZ4d2KVhntpavR9iMXZjc8vXzB7iPMokMisrlAL1Y-EkOR5SXNbVZ66jG1kFn3uiSI-k_iko6auz5VdodeqAs1M6OVjhfnAcLJMdHINbXC4fU2rjSDv7hbEcjF63ht-zjmiUSer0FJ9tuSsAk0ybuFVpYJiukEWgWLnrGbyT1CX5aztrUznI-zejh9fCx7blJ2XCiffNocsBSuxwQOMYYQLg.t7XOylRhsZMFFCSoas1uxt8qzMqNfeuszFjCCi781Ag&dib_tag=se&keywords=laptop&qid=1781635077&sprefix=laptop%2Caps%2C294&sr=8-14&xpid=DlNNJmH6ckBXM
89,"MSI Cyborg 15, Intel Series 2 Core 5 210H, 40cm FHD 144Hz Gaming Laptop (16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 5050, GDDR7 8GB/Translucent Black/2.1Kg) B2RWEKG-217IN","â‚¹99,990tk",https://amazon.in//MSI-Windows-GeForce-Translucent-B2RWEKG-217IN/dp/B096Y66WF9/ref=sr_1_110?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.q9jpe1kQbInP5JH6Q8m8C8tDnxHdw99Fn4nse6abYbbQamEtNDJnZfA3TKTpnJAS8y9d_f-mwU5wNnt7u_5YU82X9S5Vjw_BFznGFnJ2Xv2gr3Pl7BrPkf6YrdlnZ8qHFV20Hd9kJonFgU6yu9P5XHSrppe-YGU0pWtVZ1-LpYrwv7XB8h7XtSZMqcKS9r8fQziijH7wq5WWynNyJPZHXrn08p6H_qTqWNbo0XnIH2I.veDg_c425QQm-QPYkEI1yiBCr8uFHiVK64yQDqASl8o&dib_tag=se&keywords=laptop&qid=1781635093&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
90,"ASUS ROG Strix G16, Intel Core Ultra 9 275HX, Gaming Laptop(RTX 5060-8GB/115W TGP/16GB/1TB /2.5K QHD+/16""/240Hz/90WHrs/Windows 11/M365 Basic (1Year)*/Office Home 2024/Eclipse Gray/) G615LM-S5128WS","â‚¹1,99,990tk",https://amazon.in//ASUS-5060-8GB-Windows-Eclipse-G615LM-S5128WS/dp/B0DQD9JR98/ref=sr_1_111?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.q9jpe1kQbInP5JH6Q8m8C8tDnxHdw99Fn4nse6abYbbQamEtNDJnZfA3TKTpnJAS8y9d_f-mwU5wNnt7u_5YU82X9S5Vjw_BFznGFnJ2Xv2gr3Pl7BrPkf6YrdlnZ8qHFV20Hd9kJonFgU6yu9P5XHSrppe-YGU0pWtVZ1-LpYrwv7XB8h7XtSZMqcKS9r8fQziijH7wq5WWynNyJPZHXrn08p6H_qTqWNbo0XnIH2I.veDg_c425QQm-QPYkEI1yiBCr8uFHiVK64yQDqASl8o&dib_tag=se&keywords=laptop&qid=1781635093&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
91,"Apple 2026 MacBook Air 15â€³ Laptop with M5 chip: AI and Apple Intelligence, 38.91 cm (15.3â€³) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Starlight","â‚¹1,76,990tk",https://amazon.in//Apple-2026-MacBook-Laptop-chip/dp/B0GR1NWFGR/ref=sr_1_112?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.q9jpe1kQbInP5JH6Q8m8C8tDnxHdw99Fn4nse6abYbbQamEtNDJnZfA3TKTpnJAS8y9d_f-mwU5wNnt7u_5YU82X9S5Vjw_BFznGFnJ2Xv2gr3Pl7BrPkf6YrdlnZ8qHFV20Hd9kJonFgU6yu9P5XHSrppe-YGU0pWtVZ1-LpYrwv7XB8h7XtSZMqcKS9r8fQziijH7wq5WWynNyJPZHXrn08p6H_qTqWNbo0XnIH2I.veDg_c425QQm-QPYkEI1yiBCr8uFHiVK64yQDqASl8o&dib_tag=se&keywords=laptop&qid=1781635093&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
92,"Dell Alienware x15 R1 Gaming Laptop, Intel Core i7-11800H Processor/ 16GB/ 1TB SSD/Win 11 + MSO'21/ NVIDIA RTX 3060 6GB/ 15.6"" (39.62cm) FHD 300 nits 360Hz + Alien FX/Lunar Light/ 2.27kg","â‚¹2,50,490tk",https://amazon.in//Dell-Alienware-x15-Inteli7-11800H-D569932WIN9/dp/B09S3Y2C9F/ref=sr_1_113?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.q9jpe1kQbInP5JH6Q8m8C8tDnxHdw99Fn4nse6abYbbQamEtNDJnZfA3TKTpnJAS8y9d_f-mwU5wNnt7u_5YU82X9S5Vjw_BFznGFnJ2Xv2gr3Pl7BrPkf6YrdlnZ8qHFV20Hd9kJonFgU6yu9P5XHSrppe-YGU0pWtVZ1-LpYrwv7XB8h7XtSZMqcKS9r8fQziijH7wq5WWynNyJPZHXrn08p6H_qTqWNbo0XnIH2I.veDg_c425QQm-QPYkEI1yiBCr8uFHiVK64yQDqASl8o&dib_tag=se&keywords=laptop&qid=1781635093&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
93,"ASUS Vivobook 15, Thin & Light Laptop,(i5 14th Gen) Intel Core 5 120U (16GB/512GB SSD/Intel Graphics/ 15.6"" FHD/Windows 11 H/Office 2024+M365 Basic(1-Year)/Backlit KB/Terra Cotta), X1504VAP-BQ1543WS","â‚¹59,990tk",https://amazon.in//ASUS-Vivobook-15-Graphics-X1504VAP-BQ1543WS/dp/B0GVT7T169/ref=sr_1_114?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.q9jpe1kQbInP5JH6Q8m8C8tDnxHdw99Fn4nse6abYbbQamEtNDJnZfA3TKTpnJAS8y9d_f-mwU5wNnt7u_5YU82X9S5Vjw_BFznGFnJ2Xv2gr3Pl7BrPkf6YrdlnZ8qHFV20Hd9kJonFgU6yu9P5XHSrppe-YGU0pWtVZ1-LpYrwv7XB8h7XtSZMqcKS9r8fQziijH7wq5WWynNyJPZHXrn08p6H_qTqWNbo0XnIH2I.veDg_c425QQm-QPYkEI1yiBCr8uFHiVK64yQDqASl8o&dib_tag=se&keywords=laptop&qid=1781635093&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
94,"Lenovo Legion 7 Intel Core i9-12900HX 16"" (40.64cm) QHD IPS 165Hz 500Nits Gaming Laptop (32GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 3080Ti 16GB/Alexa/3 Month Game Pass/Storm Grey/2.53Kg), 82TD009KIN","â‚¹3,76,990tk",https://amazon.in//Lenovo-i9-12900HX-40-64cm-500Nits-82TD009KIN/dp/B0BR4BX2F8/ref=sr_1_115?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.q9jpe1kQbInP5JH6Q8m8C8tDnxHdw99Fn4nse6abYbbQamEtNDJnZfA3TKTpnJAS8y9d_f-mwU5wNnt7u_5YU82X9S5Vjw_BFznGFnJ2Xv2gr3Pl7BrPkf6YrdlnZ8qHFV20Hd9kJonFgU6yu9P5XHSrppe-YGU0pWtVZ1-LpYrwv7XB8h7XtSZMqcKS9r8fQziijH7wq5WWynNyJPZHXrn08p6H_qTqWNbo0XnIH2I.veDg_c425QQm-QPYkEI1yiBCr8uFHiVK64yQDqASl8o&dib_tag=se&keywords=laptop&qid=1781635093&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
95,"Apple 2026 MacBook Pro Laptop with M5 Pro chip with 18â€‘core CPU and 20â€‘core GPU: Built for AI, 41.05 cm (16.2â€³) Liquid Retina XDR Display, 24GB Unified Memory, 1TB SSD Storage; Space Black","â‚¹2,94,990tk",https://amazon.in//Apple-MacBook-Laptop-18%E2%80%91core-20%E2%80%91core/dp/B0GR1KMQ29/ref=sr_1_116?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.q9jpe1kQbInP5JH6Q8m8C8tDnxHdw99Fn4nse6abYbbQamEtNDJnZfA3TKTpnJAS8y9d_f-mwU5wNnt7u_5YU82X9S5Vjw_BFznGFnJ2Xv2gr3Pl7BrPkf6YrdlnZ8qHFV20Hd9kJonFgU6yu9P5XHSrppe-YGU0pWtVZ1-LpYrwv7XB8h7XtSZMqcKS9r8fQziijH7wq5WWynNyJPZHXrn08p6H_qTqWNbo0XnIH2I.veDg_c425QQm-QPYkEI1yiBCr8uFHiVK64yQDqASl8o&dib_tag=se&keywords=laptop&qid=1781635093&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
96,"Apple 2026 MacBook Air 13â€³ Laptop with M5 chip: AI and Apple Intelligence, 34.46 cm (13.6â€³) Liquid Retina Display, 24GB Unified Memory, 1TB SSD Storage, 12MP Center Stage Camera, Touch ID; Midnight","â‚¹1,52,990tk",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0NDYwMTMxNTE2OTk4NzgzOjE3ODE2MzUwOTM6c3BfYnRmOjMwMDk4ODU2Njk0NzEzMjo6MDo6&url=%2FApple-2026-MacBook-Laptop-chip%2Fdp%2FB0GR1C18B7%2Fref%3Dsr_1_117_sspa%3Fcrid%3D2XES8RUBB5SBD%26dib%3DeyJ2IjoiMSJ9.q9jpe1kQbInP5JH6Q8m8C8tDnxHdw99Fn4nse6abYbbQamEtNDJnZfA3TKTpnJAS8y9d_f-mwU5wNnt7u_5YU82X9S5Vjw_BFznGFnJ2Xv2gr3Pl7BrPkf6YrdlnZ8qHFV20Hd9kJonFgU6yu9P5XHSrppe-YGU0pWtVZ1-LpYrwv7XB8h7XtSZMqcKS9r8fQziijH7wq5WWynNyJPZHXrn08p6H_qTqWNbo0XnIH2I.veDg_c425QQm-QPYkEI1yiBCr8uFHiVK64yQDqASl8o%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1781635093%26sprefix%3Dlaptop%252Caps%252C294%26xpid%3DDlNNJmH6ckBXM%26aref%3DMuTiZupdFb%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=MuTiZupdFb&sp_cr=ZAZ
97,"HP 14 AI PC Intel Core Ultra 7 - (24 GB/1 TB SSD/Windows 11 Home) 14-ep1181TU Thin and Light Laptop (14 Inch, Natural Silver, 1.4 kg, with MS Office)","â‚¹87,900tk",https://amazon.in//sspa/click?ie=UTF8&spc=MTo0NDYwMTMxNTE2OTk4NzgzOjE3ODE2MzUwOTM6c3BfYnRmOjMwMTE1MjM5NTk0ODMzMjo6MDo6&url=%2FHP-Intel-Core-Ultra-14-ep1181TU%2Fdp%2FB0G2BFPNVJ%2Fref%3Dsr_1_118_sspa%3Fcrid%3D2XES8RUBB5SBD%26dib%3DeyJ2IjoiMSJ9.q9jpe1kQbInP5JH6Q8m8C8tDnxHdw99Fn4nse6abYbbQamEtNDJnZfA3TKTpnJAS8y9d_f-mwU5wNnt7u_5YU82X9S5Vjw_BFznGFnJ2Xv2gr3Pl7BrPkf6YrdlnZ8qHFV20Hd9kJonFgU6yu9P5XHSrppe-YGU0pWtVZ1-LpYrwv7XB8h7XtSZMqcKS9r8fQziijH7wq5WWynNyJPZHXrn08p6H_qTqWNbo0XnIH2I.veDg_c425QQm-QPYkEI1yiBCr8uFHiVK64yQDqASl8o%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1781635093%26sprefix%3Dlaptop%252Caps%252C294%26xpid%3DDlNNJmH6ckBXM%26aref%3DJli2tmoWJi%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1&aref=Jli2tmoWJi&sp_cr=ZAZ
98,"Apple 2026 MacBook Neo 13â€³ Laptop with A18 Pro chip: Built for AI and Apple Intelligence, Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, 1080p FaceTime HD Camera; Silver","â‚¹63,990tk",https://amazon.in//sspa/click?ie=UTF8&spc=MToyMjIxOTA1ODE1NzE0NTQwOjE3ODE2MzUwOTU6c3BfYXRmX25leHQ6MzAwOTg4NTY2OTQ0NTMyOjowOjo&url=%2FApple-2026-MacBook-Laptop-chip%2Fdp%2FB0GR6J183B%2Fref%3Dsr_1_113_sspa%3Fcrid%3D2XES8RUBB5SBD%26dib%3DeyJ2IjoiMSJ9.cM4qtTyS-dJsmseMe2J-BrqCrW7c2YSLTSXcDQQOIeMF7s8l-RnbDt0xQassuO5FILqdEUK4wbbWDaj9-_1qESZuaHgin7O9QjwGpPmOvbgZc0JOhOXsAOJ6ztmKbZSQksOC0wR51Y9Yvf-UbJTD12ASpunVtdpybXiyEgoMSe1SJ92KnYTyiibnj7so1RRoG6ma-0XiHaJv_ppvaScYOVqTm-_V6uGJYE54lBxAw6E.7MwFrT9QOZ3MTxo4kS7hK3CAsSEnSyJOmboT0sZSQ-0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1781635095%26sprefix%3Dlaptop%252Caps%252C294%26xpid%3DDlNNJmH6ckBXM%26aref%3DJiPUvHO3Ly%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=JiPUvHO3Ly&sp_cr=ZAZ
99,"ASUS Vivobook 15, Smartchoice,Intel Core i3 13th Gen 1315U, 12GB RAM, 512GB SSD, FHD 15.6"", Win 11, Office 2024, Quiet Blue, 1.7Kg, X1504VA-BQ332WS, Intel UHD iGPU, M365 Basic (1Year)*, 42Whrs Laptop","â‚¹50,990tk",https://amazon.in//ASUS-Vivobook-Windows-Office-X1504VA-BQ332WS/dp/B0FKBM4SWJ/ref=sr_1_15?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.aIMyFFGZnd7L19zli6CMZ4d2KVhntpavR9iMXZjc8vXzB7iPMokMisrlAL1Y-EkOR5SXNbVZ66jG1kFn3uiSI-k_iko6auz5VdodeqAs1M6OVjhfnAcLJMdHINbXC4fU2rjSDv7hbEcjF63ht-zjmiUSer0FJ9tuSsAk0ybuFVpYJiukEWgWLnrGbyT1CX5aztrUznI-zejh9fCx7blJ2XCiffNocsBSuxwQOMYYQLg.t7XOylRhsZMFFCSoas1uxt8qzMqNfeuszFjCCi781Ag&dib_tag=se&keywords=laptop&qid=1781635077&sprefix=laptop%2Caps%2C294&sr=8-15&xpid=DlNNJmH6ckBXM
100,"Apple 2025 MacBook Air (13-inch, Apple M4 chip with 10-core CPU and 8-core GPU, 16GB Unified Memory, 256GB) - Silver","â‚¹98,990tk",https://amazon.in//sspa/click?ie=UTF8&spc=MToyMjIxOTA1ODE1NzE0NTQwOjE3ODE2MzUwOTU6c3BfYXRmX25leHQ6MzAwNDk5NDUzMzQ3NzMyOjowOjo&url=%2FApple-MacBook-13-inch-10-core-Unified%2Fdp%2FB0DZDX3JF4%2Fref%3Dsr_1_114_sspa%3Fcrid%3D2XES8RUBB5SBD%26dib%3DeyJ2IjoiMSJ9.cM4qtTyS-dJsmseMe2J-BrqCrW7c2YSLTSXcDQQOIeMF7s8l-RnbDt0xQassuO5FILqdEUK4wbbWDaj9-_1qESZuaHgin7O9QjwGpPmOvbgZc0JOhOXsAOJ6ztmKbZSQksOC0wR51Y9Yvf-UbJTD12ASpunVtdpybXiyEgoMSe1SJ92KnYTyiibnj7so1RRoG6ma-0XiHaJv_ppvaScYOVqTm-_V6uGJYE54lBxAw6E.7MwFrT9QOZ3MTxo4kS7hK3CAsSEnSyJOmboT0sZSQ-0%26dib_tag%3Dse%26keywords%3Dlaptop%26qid%3D1781635095%26sprefix%3Dlaptop%252Caps%252C294%26xpid%3DDlNNJmH6ckBXM%26aref%3D3PwmGseZ5X%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1&aref=3PwmGseZ5X&sp_cr=ZAZ
101,"Lenovo V15 12th Gen Intel Core i5-1235U 15.6"" FHD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/MS Office Home & Student 2021/Iron Grey/1.70 kg), 82TTA07QIH","â‚¹54,999tk",https://amazon.in//Lenovo-V15-i5-1235U-Windows-82TTA07QIH/dp/B0DDY2JQLQ/ref=sr_1_115?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.cM4qtTyS-dJsmseMe2J-BrqCrW7c2YSLTSXcDQQOIeMF7s8l-RnbDt0xQassuO5FILqdEUK4wbbWDaj9-_1qESZuaHgin7O9QjwGpPmOvbgZc0JOhOXsAOJ6ztmKbZSQksOC0wR51Y9Yvf-UbJTD12ASpunVtdpybXiyEgoMSe1SJ92KnYTyiibnj7so1RRoG6ma-0XiHaJv_ppvaScYOVqTm-_V6uGJYE54lBxAw6E.7MwFrT9QOZ3MTxo4kS7hK3CAsSEnSyJOmboT0sZSQ-0&dib_tag=se&keywords=laptop&qid=1781635095&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
102,"ASUS ROG Flow Z13 (2025), AMD Ryzen AI MAX+ 395,AMD Radeon iGPU, 64GB/1TB, 2.5K QHD,Touchscreen, 13.4"", 34 cm,Windows 11, M365 Basic(1yr)* Office24, Off Black, 1.59 Kg, GZ302EA-RU193WS, Gaming Laptop","â‚¹2,99,990tk",https://amazon.in//ASUS-Touchscreen-Windows-Office24-GZ302EA-RU193WS/dp/B0FZL85RV6/ref=sr_1_116?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.cM4qtTyS-dJsmseMe2J-BrqCrW7c2YSLTSXcDQQOIeMF7s8l-RnbDt0xQassuO5FILqdEUK4wbbWDaj9-_1qESZuaHgin7O9QjwGpPmOvbgZc0JOhOXsAOJ6ztmKbZSQksOC0wR51Y9Yvf-UbJTD12ASpunVtdpybXiyEgoMSe1SJ92KnYTyiibnj7so1RRoG6ma-0XiHaJv_ppvaScYOVqTm-_V6uGJYE54lBxAw6E.7MwFrT9QOZ3MTxo4kS7hK3CAsSEnSyJOmboT0sZSQ-0&dib_tag=se&keywords=laptop&qid=1781635095&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
103,"HP Pavilion Plus AI Laptop, Intel Core Ultra 5 125H, 10-12 Tops, 16GB LPDDR5x, 512GB SSD, 14-inch(35.6cm) 300 nits, WQXGA, Intel Arc Graphics, 5MP IR Camera (Win 11, Office 21, Blue, 1.44kg) ew1082TU","â‚¹1,08,990tk",https://amazon.in//HP-Pavilion-AI-enhanced-Graphics-ew1082TU/dp/B0D4TXZW5R/ref=sr_1_117?crid=2XES8RUBB5SBD&dib=eyJ2IjoiMSJ9.cM4qtTyS-dJsmseMe2J-BrqCrW7c2YSLTSXcDQQOIeMF7s8l-RnbDt0xQassuO5FILqdEUK4wbbWDaj9-_1qESZuaHgin7O9QjwGpPmOvbgZc0JOhOXsAOJ6ztmKbZSQksOC0wR51Y9Yvf-UbJTD12ASpunVtdpybXiyEgoMSe1SJ92KnYTyiibnj7so1RRoG6ma-0XiHaJv_ppvaScYOVqTm-_V6uGJYE54lBxAw6E.7MwFrT9QOZ3MTxo4kS7hK3CAsSEnSyJOmboT0sZSQ-0&dib_tag=se&keywords=laptop&qid=1781635095&sprefix=laptop%2Caps%2C294&xpid=DlNNJmH6ckBXM
